species,genus,family,species.relative,genus.relative
Bolbitis heteroclita,Bolbitis,Dryopteridaceae
Bolbitis deltigera,Bolbitis,Dryopteridaceae
Bolbitis costata,Bolbitis,Dryopteridaceae
Bolbitis aspleniifolia,Bolbitis,Dryopteridaceae
Bolbitis angustipinna,Bolbitis,Dryopteridaceae
Bolbitis andreisii,Bolbitis,Dryopteridaceae
Blechnopsis orientalis,Blechnopsis,Blechnaceae
Azolla pinnata,Azolla,Salviniaceae
Athyrium xichouense,Athyrium,Athyriaceae
Athyrium wallichianum,Athyrium,Athyriaceae
Athyrium strigillosum,Athyrium,Athyriaceae
Athyrium solenopteris,Athyrium,Athyriaceae
Athyrium setiferum,Athyrium,Athyriaceae
Athyrium schizochlamys,Athyrium,Athyriaceae
Athyrium rupicola,Athyrium,Athyriaceae
Athyrium repens,Athyrium,Athyriaceae
Athyrium micropterum,Athyrium,Athyriaceae
Athyrium mehrae,Athyrium,Athyriaceae
Athyrium kandelii,Athyrium,Athyriaceae
Athyrium himalaicum,Athyrium,Athyriaceae
Athyrium foliolosum,Athyrium,Athyriaceae
Athyrium flabellulatum,Athyrium,Athyriaceae
Athyrium filix-femina,Athyrium,Athyriaceae
Athyrium fangii,Athyrium,Athyriaceae
Athyrium falcatum,Athyrium,Athyriaceae
Athyrium eburneum,Athyrium,Athyriaceae
Athyrium drepanopterum,Athyrium,Athyriaceae
Athyrium distans,Athyrium,Athyriaceae
Athyrium devolii,Athyrium,Athyriaceae
Athyrium davidii,Athyrium,Athyriaceae
Athyrium clarkei,Athyrium,Athyriaceae
Athyrium biserrulatum,Athyrium,Athyriaceae
Athyrium attenuatum,Athyrium,Athyriaceae
Athyrium atkinsonii,Athyrium,Athyriaceae
Athyrium arisanense,Athyrium,Athyriaceae
Athyrium anisopterum,Athyrium,Athyriaceae
Asplenium yoshinagae,Asplenium,Aspleniaceae
Asplenium viride,Asplenium,Aspleniaceae
Asplenium trichomanes,Asplenium,Aspleniaceae
Asplenium tenuifolium,Asplenium,Aspleniaceae
Asplenium sikkimbirii,Asplenium,Aspleniaceae
Asplenium shimurae,Asplenium,Aspleniaceae
Asplenium septentrionale,Asplenium,Aspleniaceae
Asplenium sarelii,Asplenium,Aspleniaceae
Asplenium ruta-muraria,Asplenium,Aspleniaceae
Asplenium pseudofugax,Asplenium,Aspleniaceae
Asplenium phyllitidis,Asplenium,Aspleniaceae
Asplenium paucivenosum,Asplenium,Aspleniaceae
Asplenium normale,Asplenium,Aspleniaceae
Asplenium nidoides,Asplenium,Aspleniaceae
Asplenium nesii,Asplenium,Aspleniaceae
Asplenium lacinioides,Asplenium,Aspleniaceae
Asplenium laciniatum,Asplenium,Aspleniaceae
Asplenium khullarii,Asplenium,Aspleniaceae
Asplenium fontanum,Asplenium,Aspleniaceae
Asplenium finlaysonianum,Asplenium,Aspleniaceae
Asplenium exiguum,Asplenium,Aspleniaceae
Asplenium ensiforme,Asplenium,Aspleniaceae
Asplenium delavayi,Asplenium,Aspleniaceae
Asplenium dalhousieae,Asplenium,Aspleniaceae
Asplenium daghestanicum,Asplenium,Aspleniaceae
Asplenium capillipes,Asplenium,Aspleniaceae
Asplenium bulbiferum,Asplenium,Aspleniaceae
Asplenium atuntzeense,Asplenium,Aspleniaceae
Arachniodes superba,Arachniodes,Dryopteridaceae
Arachniodes simulans,Arachniodes,Dryopteridaceae
Arachniodes rhomboidea,Arachniodes,Dryopteridaceae
Arachniodes henryi,Arachniodes,Dryopteridaceae
Arachniodes cornucervi,Arachniodes,Dryopteridaceae
Arachniodes coniifolia,Arachniodes,Dryopteridaceae
Arachniodes carvifolia,Arachniodes,Dryopteridaceae
Arachniodes assamica,Arachniodes,Dryopteridaceae
Antrophyum reticulatum,Antrophyum,Pteridaceae
Antrophyum obovatum,Antrophyum,Pteridaceae
Anogramma reichsteinii,Anogramma,Pteridaceae
Anisocampium cuspidatum,Anisocampium,Athyriaceae
Angiopteris helferiana,Angiopteris,Marattiaceae
Angiopteris crassipes,Angiopteris,Marattiaceae
Ampelopteris prolifera,Ampelopteris,Thelypteridaceae
Alsophila spinulosa,Alsophila,Cyatheaceae
Alsophila khasyana,Alsophila,Cyatheaceae
Alsophila henryi,Alsophila,Cyatheaceae
Alsophila gigantea,Alsophila,Cyatheaceae
Aleuritopteris tamburii,Aleuritopteris,Pteridaceae
Aleuritopteris subdimorpha,Aleuritopteris,Pteridaceae
Aleuritopteris stenochlamys,Aleuritopteris,Pteridaceae
Aleuritopteris rufa,Aleuritopteris,Pteridaceae
